dataset,algorithm,alpha,N,F1,distinct,space,max_space,update_time_s,time_per_update_us,mean_absolute_error,max_absolute_error,median_absolute_error,mean_relative_error,max_relative_error,median_relative_error,nrmse,weighted_mean_rel_error,hh_precision,hh_recall,hh_f1,num_true_hh,num_est_hh
Uniform,LearnedISS±,2.0,499999,166667,48246,200,200,2.9686590419732966,5.937329958606511,4.513576255026323,324.0,3.0,2.7081403367351206e-05,0.001943996112007776,1.7999964000072e-05,0.00011359124262131447,3.412055551764145e-05,1.0,1.0,1.0,0,0
Binomial,MisraGries,2.0,499999,166667,19,19,200,0.05812579102348536,0.11625181455059984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,LazySS±,2.0,499999,166667,19,19,200,0.052678874984849244,0.10535796068561985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,SS±,2.0,499999,166667,19,19,200,0.05323745898203924,0.10647513091434031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,DoubleSS±,2.0,499999,166667,19,38,200,0.0546347500057891,0.1092697185510153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,IntegratedSS±,2.0,499999,166667,19,19,200,0.05889483296778053,0.11778990151536409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,CountMin,2.0,499999,166667,19,1360,1360,0.6098640409763902,1.2197305214138232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,α-CountMin,2.0,499999,166667,19,2176,2176,0.5310197499929927,1.0620416240692336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,CountSketch,2.0,499999,166667,19,150000,150000,1.02272016601637,2.045444422921586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,α-CountSketch,2.0,499999,166667,19,120000,120000,0.8491113330237567,1.6982260624996384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,LearnedISS±,2.0,499999,166667,19,19,200,0.14836820802884176,0.29673700953170257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
MAWI,MisraGries,2.0,499999,166667,27453,184,200,0.07777274999534711,0.15554581108231638,3.9609878701781227,550.0,1.0,2.3765879689309356e-05,0.0032999934000132,5.999988000024e-06,0.000170658601320499,0.0018868714685065784,1.0,0.6111111111111112,0.7586206896551725,18,11
MAWI,LazySS±,2.0,499999,166667,27453,200,200,0.3884082079748623,0.7768179695856637,5.121881033038283,547.0,1.0,3.073122473578023e-05,0.003281993436013128,5.999988000024e-06,0.00022813547626805136,0.00037437308650615646,1.0,1.0,1.0,18,18
MAWI,SS±,2.0,499999,166667,27453,200,200,0.34103650000179186,0.682074364152312,5.107711361235566,545.0,1.0,3.064620687499965e-05,0.00326999346001308,5.999988000024e-06,0.00022732895158857798,0.00036889711241007477,1.0,1.0,1.0,18,18
MAWI,DoubleSS±,2.0,499999,166667,27453,200,200,0.6009226670139469,1.2018477377233692,9.892944304811861,2755.0,1.0,5.9357547113776946e-05,0.01652996694006612,5.999988000024e-06,0.0007931759812197946,0.001890581325667135,0.20689655172413793,1.0,0.34285714285714286,18,87
MAWI,IntegratedSS±,2.0,499999,166667,27453,200,200,0.5689652920118533,1.1379328598894263,5.107711361235566,545.0,1.0,3.064620687499965e-05,0.00326999346001308,5.999988000024e-06,0.00022732895158857798,0.00036889711241007477,1.0,1.0,1.0,18,18
MAWI,CountMin,2.0,499999,166667,27453,1360,1360,1.1429322499898262,2.2858690717177956,168.56332641241394,1212.0,159.0,0.0010113779357186121,0.007271985456029088,0.000953998092003816,0.0010583895994698406,0.001020660753352904,1.0,1.0,1.0,18,18
MAWI,α-CountMin,2.0,499999,166667,27453,2176,2176,0.9704664589953609,1.9409367998643214,74.83881543000766,931.0,70.0,0.0004490319945160569,0.005585988828022344,0.00041999916000168,0.0004814998188797869,0.0004407812648731774,1.0,1.0,1.0,18,18
MAWI,CountSketch,2.0,499999,166667,27453,150000,150000,2.180415707989596,4.3608401376594665,0.26193858594689107,33.0,0.0,1.5716283724246014e-06,0.000197999604000792,0.0,3.5861096488315146e-06,1.8238247046938858e-06,1.0,1.0,1.0,18,18
MAWI,α-CountSketch,2.0,499999,166667,27453,120000,120000,1.7152654999517836,3.4305378609792894,0.41871562306487453,411.0,0.0,2.5122887138118193e-06,0.002465995068009864,0.0,1.6755082391028483e-05,2.9556961772034683e-06,1.0,1.0,1.0,18,18
MAWI,LearnedISS±,2.0,499999,166667,27453,200,200,0.6473468749900348,1.2946963393727484,2.114814410082687,302.0,1.0,1.2688861082773957e-05,0.001811996376007248,5.999988000024e-06,4.336872826024024e-05,6.766788532818801e-05,1.0,1.0,1.0,18,18
Zipf_s1.0,MisraGries,4.0,499999,71429,16173,186,400,0.06251924997195601,0.12503875002141207,3.049712483769245,123.0,1.0,4.269571859845784e-05,0.0017219896680619917,1.3999916000503996e-05,0.00013680014293467727,0.0008325758610596946,1.0,0.875,0.9333333333333333,8,7
Zipf_s1.0,LazySS±,4.0,499999,71429,16173,400,400,0.46671354200225323,0.9334289508624082,4.610894701044951,123.0,1.0,6.455213850179832e-05,0.0017219896680619917,1.3999916000503996e-05,0.00023767044834708902,0.00017074805501719287,1.0,1.0,1.0,8,8
Zipf_s1.0,SS±,4.0,499999,71429,16173,400,400,0.46786729199811816,0.9357364554691473,4.610894701044951,123.0,1.0,6.455213850179832e-05,0.0017219896680619917,1.3999916000503996e-05,0.00023767044834708902,0.00017074805501719287,1.0,1.0,1.0,8,8
Zipf_s1.0,DoubleSS±,4.0,499999,71429,16173,400,400,1.663535458035767,3.3270775702266744,13.399245656340815,1086.0,1.0,0.00018758831365888948,0.01520390877654734,1.3999916000503996e-05,0.0014962138486427849,0.000785765154789855,0.047619047619047616,1.0,0.0909090909090909,8,168
Zipf_s1.0,IntegratedSS±,4.0,499999,71429,16173,400,400,0.7530913749942556,1.5061857623600359,4.610894701044951,123.0,1.0,6.455213850179832e-05,0.0017219896680619917,1.3999916000503996e-05,0.00023767044834708902,0.00017074805501719287,1.0,1.0,1.0,8,8
Zipf_s1.0,CountMin,4.0,499999,71429,16173,1360,1360,0.6431058339658193,1.2862142403601193,113.80207753663514,315.0,115.0,0.0015932195261957344,0.004409973540158759,0.0016099903400579596,0.0016321703415191487,0.001588652468113191,0.8,1.0,0.888888888888889,8,10
Zipf_s1.0,α-CountMin,4.0,499999,71429,16173,3264,3264,0.4153099170071073,0.8306214952572052,23.729301922958015,190.0,23.0,0.0003322082336720102,0.0026599840400957594,0.00032199806801159195,0.00035146014060755587,0.00031060472473212145,1.0,1.0,1.0,8,8
Zipf_s1.0,CountSketch,4.0,499999,71429,16173,150000,150000,1.0570053749834187,2.1140149779967934,0.1296605453533667,18.0,0.0,1.8152367435266728e-06,0.0002519984880090719,0.0,6.615213738370854e-06,2.2671047946608484e-06,1.0,1.0,1.0,8,8
Zipf_s1.0,α-CountSketch,4.0,499999,71429,16173,90000,90000,0.6636597920442,1.3273222387328774,0.46225190131700983,41.0,0.0,6.471487789511401e-06,0.0005739965560206639,0.0,1.7355844754289176e-05,6.189213729212438e-06,1.0,1.0,1.0,8,8
Zipf_s1.0,LearnedISS±,4.0,499999,71429,16173,400,400,1.0039768749848008,2.0079577658851333,2.1833302417609595,84.0,1.0,3.0566439986013516e-05,0.0011759929440423357,1.3999916000503996e-05,5.336036425470924e-05,5.0185981766412106e-05,1.0,1.0,1.0,8,8
Zipf_s1.5,MisraGries,4.0,499999,71429,2266,309,400,0.05422308295965195,0.10844638281206952,2.831421006178288,16.0,1.0,3.963965624855854e-05,0.00022399865600806394,1.3999916000503996e-05,6.778996116440157e-05,0.0002137807106237764,1.0,1.0,1.0,11,11
Zipf_s1.5,LazySS±,4.0,499999,71429,2266,400,400,0.09738654101965949,0.19477347158626215,2.849955869373345,16.0,1.0,3.989914277637017e-05,0.00022399865600806394,1.3999916000503996e-05,6.830222395246993e-05,4.261968856220294e-06,1.0,1.0,1.0,11,11
Zipf_s1.5,SS±,4.0,499999,71429,2266,400,400,0.09741954202763736,0.1948394737342222,2.849955869373345,16.0,1.0,3.989914277637017e-05,0.00022399865600806394,1.3999916000503996e-05,6.830222395246993e-05,4.261968856220294e-06,1.0,1.0,1.0,11,11
Zipf_s1.5,DoubleSS±,4.0,499999,71429,2266,400,400,0.24225524999201298,0.48451146900696396,10.714033539276258,192.0,1.0,0.00014999556957645012,0.0026879838720967673,1.3999916000503996e-05,0.0005509516928285874,4.0497034034133695e-05,1.0,1.0,1.0,11,11
Zipf_s1.5,IntegratedSS±,4.0,499999,71429,2266,400,400,0.12905124999815598,0.2581030162023444,2.849955869373345,16.0,1.0,3.989914277637017e-05,0.00022399865600806394,1.3999916000503996e-05,6.830222395246993e-05,4.261968856220294e-06,1.0,1.0,1.0,11,11
Zipf_s1.5,CountMin,4.0,499999,71429,2266,1360,1360,0.6266985419788398,1.2533995907568611,10.810238305383937,67.0,10.0,0.0001513424282208058,0.0009379943720337678,0.00013999916000503998,0.0001739567886476081,0.00015201577580521776,0.9166666666666666,1.0,0.9565217391304348,11,12
Zipf_s1.5,α-CountMin,4.0,499999,71429,2266,3264,3264,0.4004141659825109,0.800829933624889,1.387908208296558,60.0,1.0,1.9430598332561813e-05,0.0008399949600302398,1.3999916000503996e-05,3.591517493139776e-05,1.3158498097549123e-05,1.0,1.0,1.0,11,11
Zipf_s1.5,CountSketch,4.0,499999,71429,2266,150000,150000,1.0330393329495564,2.066082798064709,0.00176522506619594,2.0,0.0,2.4713002648727266e-08,2.7999832001007993e-05,0.0,7.203956841928064e-07,2.155974128232846e-09,1.0,1.0,1.0,11,11
Zipf_s1.5,α-CountSketch,4.0,499999,71429,2266,90000,90000,0.6429402500507422,1.2858830718676282,0.03574580759046778,3.0,0.0,5.004383036367271e-07,4.199974800151199e-05,0.0,2.955671500752573e-06,2.0814950219848024e-07,1.0,1.0,1.0,11,11
Zipf_s1.5,LearnedISS±,4.0,499999,71429,2266,400,400,0.49033075000625104,0.9806634613394248,1.3918799646954987,12.0,1.0,1.9486202588521448e-05,0.00016799899200604796,1.3999916000503996e-05,2.5904210753313504e-05,1.8421818937509565e-06,1.0,1.0,1.0,11,11
Zipf_s2.0,MisraGries,4.0,499999,71429,369,369,400,0.05241054203361273,0.10482129370981288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,LazySS±,4.0,499999,71429,369,369,400,0.05681575002381578,0.11363172731108619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,SS±,4.0,499999,71429,369,369,400,0.05717799998819828,0.11435622868885394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,DoubleSS±,4.0,499999,71429,369,400,400,0.0716288749827072,0.14325803648148738,3.4525745257452574,16.0,1.0,4.833575334591353e-05,0.00022399865600806394,1.3999916000503996e-05,9.140058956355916e-05,4.492266092645167e-07,1.0,1.0,1.0,7,7
Zipf_s2.0,IntegratedSS±,4.0,499999,71429,369,369,400,0.06480166700202972,0.12960359321124587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,CountMin,4.0,499999,71429,369,1360,1360,0.6230823750374839,1.2461672424094525,0.23306233062330622,5.0,0.0,3.262853051607978e-06,6.999958000251999e-05,0.0,8.684731956554409e-06,2.3198281619785426e-06,1.0,1.0,1.0,7,7
Zipf_s2.0,α-CountMin,4.0,499999,71429,369,3264,3264,0.3952705829869956,0.7905427470594852,0.013550135501355014,1.0,0.0,1.897007588144173e-07,1.3999916000503996e-05,0.0,1.629660912163543e-06,2.351971776254014e-09,1.0,1.0,1.0,7,7
Zipf_s2.0,CountSketch,4.0,499999,71429,369,150000,150000,1.0285724999848753,2.057149114267979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,α-CountSketch,4.0,499999,71429,369,90000,90000,0.6300728339701891,1.2601481882367547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,LearnedISS±,4.0,499999,71429,369,350,400,0.1929345420212485,0.38586985578220856,0.051490514905149054,1.0,0.0,7.208628834947856e-07,1.3999916000503996e-05,0.0,3.1767939525263673e-06,3.7239553124021888e-09,1.0,1.0,1.0,7,7
Uniform,MisraGries,4.0,499999,71429,38025,53,400,0.08803487499244511,0.17607010212509447,1.8770808678500985,10.0,2.0,2.627897447605452e-05,0.00013999916000503998,2.7999832001007993e-05,2.987390760600898e-05,3.394875261374648e-05,1.0,1.0,1.0,0,0
Uniform,LazySS±,4.0,499999,71429,38025,400,400,1.4177407079841942,2.835487086942562,3.9474293228139383,201.0,2.0,5.526367893732151e-05,0.0028139831161013034,2.7999832001007993e-05,0.0002874167132685834,7.098799614149074e-05,1.0,1.0,1.0,0,0
Uniform,SS±,4.0,499999,71429,38025,400,400,0.9273815000196919,1.8547667095728029,3.7061406969099275,178.0,2.0,5.188565844278832e-05,0.0024919850480897114,2.7999832001007993e-05,0.00025467998991489366,6.664547225193374e-05,1.0,1.0,1.0,0,0
Uniform,DoubleSS±,4.0,499999,71429,38025,400,400,2.7049589169910178,5.4099286538393425,9.367179487179488,1428.0,2.0,0.00013113972598215694,0.01999188004871971,2.7999832001007993e-05,0.0014483452001236657,0.00016725694491063982,0.0,1.0,0.0,0,200
Uniform,IntegratedSS±,4.0,499999,71429,38025,400,400,1.459397208003793,2.918800253608093,3.7061406969099275,178.0,2.0,5.188565844278832e-05,0.0024919850480897114,2.7999832001007993e-05,0.00025467998991489366,6.664547225193374e-05,1.0,1.0,1.0,0,0
Uniform,CountMin,4.0,499999,71429,38025,1360,1360,0.6330880000023171,1.266178532361699,241.8429191321499,286.0,242.0,0.00338578055316678,0.004003975976144143,0.003387979672121967,0.0033891744281268157,0.0033865249775783543,1.0,1.0,1.0,0,0
Uniform,α-CountMin,4.0,499999,71429,38025,3264,3264,0.4215865840087645,0.8431748543672377,57.378566732412885,80.0,57.0,0.0008032951144830935,0.0011199932800403198,0.0007979952120287278,0.0008074815288577664,0.0008034182709518255,1.0,1.0,1.0,0,0
Uniform,CountSketch,4.0,499999,71429,38025,150000,150000,1.0634137919987552,2.126831837661186,0.5732544378698224,5.0,0.0,8.02551397709365e-06,6.999958000251999e-05,0.0,1.3460261065589373e-05,8.022771726450463e-06,1.0,1.0,1.0,0,0
Uniform,α-CountSketch,4.0,499999,71429,38025,90000,90000,0.6510821250267327,1.302166854387174,1.0998816568047338,7.0,1.0,1.5398250805761434e-05,9.799941200352798e-05,1.3999916000503996e-05,2.1515226035759185e-05,1.5455982527653252e-05,1.0,1.0,1.0,0,0
Uniform,LearnedISS±,4.0,499999,71429,38025,400,400,2.600379875046201,5.200770151632706,2.6969099276791586,100.0,2.0,3.775651244843352e-05,0.0013999916000503997,2.7999832001007993e-05,0.00013049978203972116,4.854646144071504e-05,1.0,1.0,1.0,0,0
Binomial,MisraGries,4.0,499999,71429,18,18,400,0.052875166991725564,0.1057505454845421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,LazySS±,4.0,499999,71429,18,18,400,0.054803250008262694,0.10960671922996384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,SS±,4.0,499999,71429,18,18,400,0.05514499999117106,0.11029022056278326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,DoubleSS±,4.0,499999,71429,18,38,400,0.055143208999652416,0.11028663857258197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,IntegratedSS±,4.0,499999,71429,18,18,400,0.06271016702521592,0.12542058489160163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,CountMin,4.0,499999,71429,18,1360,1360,0.6072969579836354,1.214596345159961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,α-CountMin,4.0,499999,71429,18,3264,3264,0.39946129103191197,0.7989241799121838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,CountSketch,4.0,499999,71429,18,150000,150000,1.0196270419983193,2.0392581625129638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,α-CountSketch,4.0,499999,71429,18,90000,90000,0.6343242499860935,1.2686510372742617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,LearnedISS±,4.0,499999,71429,18,19,400,0.14927574998000637,0.2985520970642069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
MAWI,MisraGries,4.0,499999,71429,12819,361,400,0.061083125008735806,0.12216649435046031,2.7215071378422655,87.0,1.0,3.810087132456376e-05,0.0012179926920438478,1.3999916000503996e-05,0.00013112538477953143,0.0008160563952938785,1.0,0.8333333333333334,0.9090909090909091,18,15
MAWI,LazySS±,4.0,499999,71429,12819,400,400,0.25996991602005437,0.5199408719218526,3.466573055620563,88.0,1.0,4.8531731588298344e-05,0.0012319926080443517,1.3999916000503996e-05,0.0001731444527310401,0.00010867324791711276,1.0,1.0,1.0,18,18
MAWI,SS±,4.0,499999,71429,12819,400,400,0.26001095899846405,0.5200229580428442,3.466573055620563,88.0,1.0,4.8531731588298344e-05,0.0012319926080443517,1.3999916000503996e-05,0.0001731444527310401,0.00010867324791711276,1.0,1.0,1.0,18,18
MAWI,DoubleSS±,4.0,499999,71429,12819,400,400,0.9041892910026945,1.8083821987697866,11.450113113347374,960.0,1.0,0.00016030062178313254,0.013439919360483837,1.3999916000503996e-05,0.0012955521626014579,0.0011804317027770711,0.1232876712328767,1.0,0.2195121951219512,18,146
MAWI,IntegratedSS±,4.0,499999,71429,12819,400,400,0.4019367500441149,0.8038751078384455,3.466573055620563,88.0,1.0,4.8531731588298344e-05,0.0012319926080443517,1.3999916000503996e-05,0.0001731444527310401,0.00010867324791711276,1.0,1.0,1.0,18,18
MAWI,CountMin,4.0,499999,71429,12819,1360,1360,1.166949125006795,2.3339029178194255,68.2164755441142,486.0,63.0,0.0009550249274680341,0.006803959176244942,0.0008819947080317518,0.0010043441988893168,0.0009947239312770146,1.0,1.0,1.0,18,18
MAWI,α-CountMin,4.0,499999,71429,12819,3264,3264,0.7183095840155147,1.436622041275112,13.48591933848194,543.0,12.0,0.00018880173792831958,0.00760195438827367,0.00016799899200604796,0.00023854480935642,0.00017556920516321756,1.0,1.0,1.0,18,18
MAWI,CountSketch,4.0,499999,71429,12819,150000,150000,2.1126390409772284,4.225286532527522,0.06529370465714954,2.0,0.0,9.141063805618101e-07,2.7999832001007993e-05,0.0,3.6156086232287664e-06,1.537993544022104e-06,1.0,1.0,1.0,18,18
MAWI,α-CountSketch,4.0,499999,71429,12819,90000,90000,1.2812630420085043,2.5625312090794266,0.17403853654731258,40.0,0.0,2.436524892513021e-06,0.0005599966400201599,0.0,9.849499656027514e-06,2.828638056241494e-06,1.0,1.0,1.0,18,18
MAWI,LearnedISS±,4.0,499999,71429,12819,400,400,0.6285031660227105,1.2570088460631132,1.6097979561588267,46.0,1.0,2.2537036164006585e-05,0.0006439961360231839,1.3999916000503996e-05,4.051082237745995e-05,2.9988620135478784e-05,1.0,1.0,1.0,18,18
Zipf_s1.0,MisraGries,8.0,499998,33334,9581,517,800,0.0614947919966653,0.12299007595363443,2.090074104999478,25.0,1.0,6.270096913060173e-05,0.000749985000299994,2.999940001199976e-05,0.0001196742661867446,0.00042821907106586974,1.0,0.8888888888888888,0.9411764705882353,9,8
Zipf_s1.0,LazySS±,8.0,499998,33334,9581,800,800,0.38053583400323987,0.761074712305329,2.9838221480012526,25.0,1.0,8.951287418255393e-05,0.000749985000299994,2.999940001199976e-05,0.00018567945252928852,8.868335263042144e-05,1.0,1.0,1.0,9,9
Zipf_s1.0,SS±,8.0,499998,33334,9581,800,800,0.3824429159867577,0.7648888915290816,2.9838221480012526,25.0,1.0,8.951287418255393e-05,0.000749985000299994,2.999940001199976e-05,0.00018567945252928852,8.868335263042144e-05,1.0,1.0,1.0,9,9
Zipf_s1.0,DoubleSS±,8.0,499998,33334,9581,800,800,2.8319840829935856,5.663990821950459,16.238805970149254,461.0,1.0,0.0004871544360157573,0.01382972340553189,2.999940001199976e-05,0.0024282324766147895,0.0007193277266032048,0.02903225806451613,1.0,0.05642633228840126,9,310
Zipf_s1.0,IntegratedSS±,8.0,499998,33334,9581,800,800,0.6017938749864697,1.2035925643431968,2.9838221480012526,25.0,1.0,8.951287418255393e-05,0.000749985000299994,2.999940001199976e-05,0.00018567945252928852,8.868335263042144e-05,1.0,1.0,1.0,9,9
Zipf_s1.0,CountMin,8.0,499998,33334,9581,1360,1360,0.6435349169769324,1.287074982253794,51.810666944995305,137.0,51.0,0.0015542889225714077,0.004109917801643967,0.0015299694006119878,0.0015962981269478425,0.0015351909917462538,0.8181818181818182,1.0,0.9,9,11
Zipf_s1.0,α-CountMin,8.0,499998,33334,9581,4350,4350,0.2901340409880504,0.5802704030577129,5.026823922346311,79.0,4.0,0.0001508017016363566,0.002369952600947981,0.00011999760004799904,0.0001901299952352495,0.00013736870519684465,1.0,1.0,1.0,9,9
Zipf_s1.0,CountSketch,8.0,499998,33334,9581,150000,150000,1.0541872080066241,2.1083828495446464,0.04321052082246112,7.0,0.0,1.2962896988798562e-06,0.00020999580008399833,0.0,7.161491325075384e-06,1.8503259862204208e-06,1.0,1.0,1.0,9,9
Zipf_s1.0,α-CountSketch,8.0,499998,33334,9581,60000,60000,0.47075774997938424,0.9415192660358326,0.911700240058449,1481.0,0.0,2.735046019254962e-05,0.044429111417771644,0.0,0.0004926754052736585,4.0798068060958336e-05,0.8888888888888888,0.8888888888888888,0.8888888888888888,9,9
Zipf_s1.0,LearnedISS±,8.0,499998,33334,9581,800,800,3.041319250012748,6.082662830676819,1.747834255296942,22.0,1.0,5.2433978979328665e-05,0.0006599868002639947,2.999940001199976e-05,7.337448834372572e-05,4.31721730958073e-05,1.0,1.0,1.0,9,9
Zipf_s1.5,MisraGries,8.0,499998,33334,1415,605,800,0.05378829198889434,0.10757701428584583,1.132155477031802,2.0,1.0,3.396398503125344e-05,5.999880002399952e-05,2.999940001199976e-05,3.885748663431914e-05,5.87415503144908e-05,1.0,1.0,1.0,11,11
Zipf_s1.5,LazySS±,8.0,499998,33334,1415,800,800,0.07690504100173712,0.15381069724626323,0.9696113074204947,2.0,1.0,2.90877574674655e-05,5.999880002399952e-05,2.999940001199976e-05,3.4908573431019084e-05,1.5146394138175916e-06,1.0,1.0,1.0,11,11
Zipf_s1.5,SS±,8.0,499998,33334,1415,800,800,0.07755654101492837,0.1551137024846667,0.9696113074204947,2.0,1.0,2.90877574674655e-05,5.999880002399952e-05,2.999940001199976e-05,3.4908573431019084e-05,1.5146394138175916e-06,1.0,1.0,1.0,11,11
Zipf_s1.5,DoubleSS±,8.0,499998,33334,1415,800,800,0.3062472920282744,0.6124970340446849,10.19434628975265,62.0,1.0,0.0003058242722071354,0.0018599628007439852,2.999940001199976e-05,0.0007038298367938405,2.5519379214623662e-05,1.0,1.0,1.0,11,11
Zipf_s1.5,IntegratedSS±,8.0,499998,33334,1415,800,800,0.09680779103655368,0.1936163565385335,0.9696113074204947,2.0,1.0,2.90877574674655e-05,5.999880002399952e-05,2.999940001199976e-05,3.4908573431019084e-05,1.5146394138175916e-06,1.0,1.0,1.0,11,11
Zipf_s1.5,CountMin,8.0,499998,33334,1415,1360,1360,0.6063900419976562,1.212784935135053,4.6643109540636045,38.0,4.0,0.0001399265300913063,0.001139977200455991,0.00011999760004799904,0.00016700483769332698,0.00012304217826365258,1.0,1.0,1.0,11,11
Zipf_s1.5,α-CountMin,8.0,499998,33334,1415,4350,4350,0.2778167499927804,0.5556357225284508,0.28480565371024735,11.0,0.0,8.543998731332793e-06,0.00032999340013199736,0.0,2.4123754271111802e-05,2.3228070867874057e-06,1.0,1.0,1.0,11,11
Zipf_s1.5,CountSketch,8.0,499998,33334,1415,150000,150000,1.0229430419858545,2.0458942675487792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Zipf_s1.5,α-CountSketch,8.0,499998,33334,1415,60000,60000,0.44035712495679036,0.8807177727846718,5.777385159010601,6394.0,0.0,0.00017331808840854985,0.19181616367672646,0.0,0.0051449818589595995,9.951801923942322e-06,0.9166666666666666,1.0,0.9565217391304348,11,12
Zipf_s1.5,LearnedISS±,8.0,499998,33334,1415,749,800,0.7000331670278683,1.400071934343474,0.566077738515901,4.0,1.0,1.698199251562672e-05,0.00011999760004799904,2.999940001199976e-05,2.5080286587540002e-05,9.98960041198768e-07,1.0,1.0,1.0,11,11
Zipf_s2.0,MisraGries,8.0,499998,33334,245,245,800,0.0518212080351077,0.10364283064153797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,LazySS±,8.0,499998,33334,245,245,800,0.056843208032660186,0.11368687081280363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,SS±,8.0,499998,33334,245,245,800,0.057419000018853694,0.11483845939154497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,DoubleSS±,8.0,499998,33334,245,800,800,0.06477762502618134,0.12955576827543577,0.9061224489795918,3.0,0.0,2.718312980679161e-05,8.999820003599928e-05,0.0,4.9461426930044864e-05,2.2409103626891283e-07,1.0,1.0,1.0,7,7
Zipf_s2.0,IntegratedSS±,8.0,499998,33334,245,245,800,0.06608625000808388,0.1321730287082826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,CountMin,8.0,499998,33334,245,1360,1360,0.6034328329842538,1.2068704934504815,0.05714285714285714,2.0,0.0,1.7142514292571293e-06,5.999880002399952e-05,0.0,7.666365452690226e-06,5.579776806695821e-08,1.0,1.0,1.0,7,7
Zipf_s2.0,α-CountMin,8.0,499998,33334,245,4350,4350,0.27729387499857694,0.5545899683570273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,CountSketch,8.0,499998,33334,245,150000,150000,1.0210954590002075,2.0421990867967623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
Zipf_s2.0,α-CountSketch,8.0,499998,33334,245,60000,60000,0.4393749170121737,0.8787533490377435,0.02040816326530612,4.0,0.0,6.122326533061175e-07,0.00011999760004799904,0.0,7.902308631506987e-06,1.0799568012959654e-08,1.0,1.0,1.0,7,7
Zipf_s2.0,LearnedISS±,8.0,499998,33334,245,674,800,0.16863233398180455,0.3372660170276772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,7
